Player,Nation,Pos,Squad,Age,90s,MP,Gls,Ast,Sh,SoT,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,Tkl,Int,Clr,Blocks,Def 3rd,Mid 3rd,Att 3rd,TklW,Succ_x,KP,PassLive,PassDead,PrgP,market_value_in_eur,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ_y,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC,1/3_possession,CPA,Mis,Dis,Rec,PrgR
Christopher Jullien,FRA,DF,Montpellier,30.0,13.7,20,1.0,0.0,7.0,1.0,1.1,1.1,0.1,10.0,1.0,441.0,512.0,86.1,16.0,12.0,106.0,2.0,11.0,5.0,0.0,12.0,1.0,2.0,8.0,0.0,26.0,2500000.0,688.0,169.0,402.0,275.0,13.0,10.0,688.0,2.0,1.0,50.0,0.0,0.0,402.0,2023.0,931.0,1.0,1.0,0.0,7.0,0.0,364.0,4.0
Christopher Nkunku,FRA,"FW,MF",Chelsea,25.0,4.9,11,3.0,0.0,16.0,7.0,2.3,2.3,0.5,13.0,1.0,159.0,183.0,86.9,5.0,2.0,4.0,5.0,0.0,4.0,1.0,4.0,2.0,3.0,10.0,0.0,19.0,65000000.0,244.0,5.0,25.0,95.0,128.0,27.0,244.0,8.0,2.0,25.0,5.0,62.5,144.0,606.0,298.0,10.0,6.0,2.0,17.0,8.0,202.0,35.0
Christopher Operi,CIV,DF,Le Havre,26.0,27.2,28,3.0,4.0,22.0,9.0,1.2,1.2,4.8,74.0,6.0,1147.0,1570.0,73.1,55.0,35.0,68.0,32.0,37.0,15.0,3.0,36.0,29.0,46.0,29.0,34.0,82.0,4000000.0,1864.0,93.0,589.0,763.0,527.0,15.0,1864.0,55.0,29.0,52.7,21.0,38.2,1105.0,5656.0,2139.0,31.0,49.0,2.0,30.0,23.0,998.0,111.0
Christopher Trimmel,AUT,DF,Union Berlin,36.0,18.3,26,0.0,2.0,6.0,4.0,0.6,0.5,3.7,57.0,2.0,631.0,951.0,66.4,23.0,13.0,57.0,30.0,12.0,10.0,1.0,15.0,6.0,39.0,29.0,27.0,86.0,600000.0,1096.0,69.0,295.0,452.0,362.0,12.0,1096.0,10.0,6.0,60.0,3.0,30.0,438.0,1928.0,1069.0,23.0,20.0,0.0,11.0,5.0,531.0,65.0
Christopher Wooh,CMR,DF,Rennes,21.0,15.4,18,1.0,0.0,10.0,2.0,1.3,1.3,0.4,14.0,0.0,675.0,789.0,85.6,18.0,18.0,51.0,8.0,12.0,6.0,0.0,12.0,1.0,6.0,10.0,1.0,61.0,6000000.0,931.0,105.0,411.0,492.0,42.0,19.0,931.0,8.0,1.0,12.5,3.0,37.5,655.0,4133.0,2261.0,8.0,3.0,1.0,10.0,3.0,609.0,4.0
Chukwubuikem Ikwuemesi,NGA,FW,Salernitana,21.0,11.8,25,1.0,1.0,22.0,8.0,2.4,2.4,0.6,18.0,2.0,110.0,167.0,65.9,3.0,1.0,8.0,4.0,0.0,2.0,1.0,1.0,15.0,8.0,10.0,0.0,10.0,1800000.0,311.0,10.0,19.0,159.0,137.0,48.0,311.0,31.0,15.0,48.4,15.0,48.4,202.0,928.0,325.0,11.0,11.0,6.0,52.0,23.0,248.0,70.0
Ciro Immobile,ITA,FW,Lazio,33.0,18.4,31,7.0,1.0,45.0,19.0,9.7,6.6,1.3,40.0,4.0,338.0,461.0,73.3,11.0,5.0,11.0,17.0,2.0,5.0,4.0,9.0,8.0,17.0,29.0,0.0,39.0,3800000.0,655.0,14.0,44.0,267.0,350.0,115.0,651.0,27.0,8.0,29.6,19.0,70.4,327.0,1504.0,537.0,19.0,13.0,14.0,52.0,14.0,499.0,123.0
Clinton Mata,ANG,DF,Lyon,30.0,24.7,28,0.0,3.0,14.0,0.0,0.6,0.6,2.7,31.0,4.0,1286.0,1514.0,84.9,43.0,40.0,61.0,26.0,29.0,8.0,6.0,24.0,23.0,14.0,26.0,0.0,97.0,4000000.0,1785.0,125.0,650.0,803.0,349.0,13.0,1785.0,38.0,23.0,60.5,11.0,28.9,1226.0,6631.0,2926.0,32.0,27.0,2.0,29.0,19.0,1115.0,60.0
Clément Lenglet,FRA,DF,Aston Villa,28.0,12.8,14,0.0,1.0,8.0,2.0,0.9,0.9,0.5,15.0,1.0,822.0,918.0,89.5,13.0,7.0,47.0,3.0,7.0,5.0,1.0,9.0,3.0,2.0,11.0,1.0,51.0,5000000.0,1017.0,165.0,514.0,449.0,59.0,12.0,1017.0,8.0,3.0,37.5,2.0,25.0,727.0,4422.0,2819.0,26.0,18.0,0.0,3.0,3.0,786.0,1.0
Cody Gakpo,NED,"FW,MF",Liverpool,24.0,18.3,35,8.0,5.0,66.0,24.0,9.0,9.0,2.7,73.0,10.0,436.0,564.0,77.3,27.0,14.0,7.0,15.0,8.0,14.0,5.0,17.0,31.0,25.0,47.0,1.0,83.0,55000000.0,809.0,15.0,77.0,335.0,412.0,107.0,809.0,54.0,31.0,57.4,17.0,31.5,549.0,3003.0,1472.0,43.0,31.0,13.0,44.0,32.0,618.0,130.0
Cole Palmer,ENG,"FW,MF",Chelsea,21.0,29.0,33,22.0,11.0,100.0,37.0,18.2,11.1,8.7,162.0,26.0,1121.0,1415.0,79.2,23.0,20.0,13.0,37.0,9.0,6.0,8.0,12.0,52.0,72.0,116.0,12.0,197.0,90000000.0,1754.0,22.0,183.0,742.0,852.0,126.0,1745.0,104.0,52.0,50.0,46.0,44.2,1148.0,7236.0,3492.0,117.0,66.0,46.0,57.0,44.0,1362.0,195.0
Conor Bradley,NIR,DF,Liverpool,20.0,8.4,11,1.0,3.0,12.0,4.0,0.9,0.9,1.2,27.0,3.0,419.0,530.0,79.1,33.0,10.0,14.0,16.0,14.0,12.0,7.0,25.0,13.0,15.0,18.0,1.0,29.0,15000000.0,661.0,14.0,140.0,289.0,243.0,38.0,661.0,30.0,13.0,43.3,14.0,46.7,373.0,2144.0,1085.0,35.0,29.0,12.0,17.0,10.0,388.0,64.0
Conor Gallagher,ENG,MF,Chelsea,23.0,34.8,37,5.0,7.0,48.0,17.0,4.2,4.2,3.5,109.0,14.0,1801.0,2018.0,89.2,85.0,43.0,34.0,29.0,37.0,31.0,17.0,52.0,38.0,52.0,78.0,15.0,172.0,50000000.0,2443.0,77.0,468.0,1221.0,793.0,79.0,2443.0,65.0,38.0,58.5,18.0,27.7,1453.0,7243.0,2979.0,62.0,54.0,14.0,69.0,39.0,1739.0,122.0
Corentin Tolisso,FRA,MF,Lyon,28.0,19.3,25,2.0,1.0,38.0,13.0,3.2,2.4,3.6,52.0,3.0,1059.0,1257.0,84.2,33.0,10.0,18.0,21.0,13.0,11.0,9.0,21.0,5.0,26.0,40.0,1.0,153.0,5000000.0,1451.0,60.0,314.0,794.0,351.0,39.0,1450.0,9.0,5.0,55.6,4.0,44.4,1130.0,6039.0,2509.0,30.0,43.0,2.0,26.0,22.0,1089.0,67.0
Craig Dawson,ENG,DF,Wolves,33.0,24.5,25,1.0,1.0,16.0,5.0,1.5,1.5,0.6,12.0,1.0,1104.0,1277.0,86.5,30.0,16.0,120.0,9.0,23.0,6.0,1.0,20.0,3.0,9.0,8.0,0.0,49.0,2000000.0,1529.0,292.0,889.0,592.0,54.0,34.0,1529.0,3.0,3.0,100.0,0.0,0.0,896.0,4227.0,1932.0,1.0,7.0,0.0,5.0,2.0,997.0,4.0
Cristhian Mosquera,ESP,DF,Valencia,19.0,34.2,36,0.0,0.0,9.0,2.0,0.7,0.7,0.2,16.0,0.0,1454.0,1646.0,88.3,57.0,36.0,137.0,13.0,36.0,18.0,3.0,34.0,6.0,1.0,15.0,0.0,77.0,30000000.0,1980.0,274.0,1105.0,841.0,46.0,15.0,1980.0,7.0,6.0,85.7,1.0,14.3,1111.0,5497.0,2731.0,14.0,6.0,3.0,15.0,4.0,1240.0,4.0
Cristhian Stuani,URU,FW,Girona,36.0,8.9,31,9.0,3.0,34.0,17.0,9.6,9.6,0.5,16.0,3.0,84.0,115.0,73.0,14.0,5.0,13.0,2.0,4.0,6.0,4.0,11.0,1.0,10.0,11.0,0.0,5.0,1800000.0,218.0,16.0,34.0,90.0,94.0,47.0,218.0,5.0,1.0,20.0,4.0,80.0,101.0,386.0,119.0,3.0,1.0,3.0,17.0,3.0,137.0,24.0
Cristian Cásseres Jr.,VEN,MF,Toulouse,23.0,21.6,32,1.0,3.0,15.0,3.0,1.1,1.1,2.0,37.0,4.0,837.0,1030.0,81.3,70.0,27.0,33.0,24.0,31.0,33.0,6.0,34.0,12.0,15.0,26.0,5.0,87.0,4000000.0,1274.0,60.0,296.0,776.0,220.0,26.0,1274.0,17.0,12.0,70.6,5.0,29.4,863.0,4156.0,1836.0,14.0,26.0,1.0,22.0,13.0,794.0,52.0
Cristian Gamboa,CRC,DF,Bochum,33.0,13.2,22,0.0,1.0,6.0,1.0,0.1,0.1,0.9,20.0,2.0,350.0,475.0,73.7,24.0,15.0,34.0,6.0,12.0,11.0,1.0,18.0,5.0,10.0,15.0,3.0,33.0,500000.0,603.0,38.0,189.0,305.0,117.0,1.0,603.0,12.0,5.0,41.7,4.0,33.3,276.0,1235.0,527.0,12.0,11.0,0.0,11.0,3.0,282.0,16.0
Cristian Romero,ARG,DF,Tottenham,25.0,31.0,33,5.0,0.0,24.0,9.0,3.5,3.5,1.5,35.0,2.0,2390.0,2606.0,91.7,66.0,44.0,106.0,24.0,35.0,25.0,6.0,40.0,5.0,7.0,28.0,2.0,179.0,65000000.0,2923.0,357.0,1254.0,1494.0,198.0,33.0,2923.0,8.0,5.0,62.5,1.0,12.5,1957.0,9359.0,6026.0,32.0,42.0,0.0,12.0,4.0,2071.0,8.0
Cristiano Biraghi,ITA,DF,Fiorentina,30.0,26.2,29,2.0,5.0,16.0,5.0,1.6,0.8,4.3,77.0,11.0,1388.0,1842.0,75.4,47.0,14.0,43.0,33.0,20.0,24.0,3.0,28.0,4.0,46.0,37.0,35.0,129.0,3500000.0,2027.0,62.0,461.0,893.0,688.0,14.0,2026.0,14.0,4.0,28.6,9.0,64.3,958.0,4317.0,2283.0,55.0,55.0,3.0,15.0,6.0,1132.0,109.0
Curtis Jones,ENG,MF,Liverpool,22.0,13.0,23,1.0,1.0,19.0,5.0,2.6,2.6,1.1,36.0,3.0,707.0,776.0,91.1,27.0,7.0,8.0,5.0,12.0,12.0,3.0,14.0,15.0,11.0,28.0,0.0,74.0,35000000.0,915.0,24.0,127.0,509.0,287.0,38.0,915.0,29.0,15.0,51.7,10.0,34.5,624.0,3297.0,1425.0,31.0,25.0,7.0,15.0,33.0,709.0,88.0
Cyle Larin,CAN,FW,Mallorca,28.0,20.3,35,3.0,2.0,69.0,25.0,9.0,9.0,0.5,26.0,4.0,184.0,294.0,62.6,17.0,3.0,17.0,14.0,6.0,4.0,7.0,8.0,14.0,11.0,16.0,0.0,13.0,4000000.0,548.0,26.0,51.0,209.0,297.0,111.0,548.0,39.0,14.0,35.9,23.0,59.0,310.0,1608.0,571.0,20.0,13.0,17.0,58.0,34.0,406.0,103.0
Cyril Ngonge,BEL,"FW,MF",Hellas Verona,23.0,15.9,19,6.0,2.0,42.0,14.0,4.2,3.4,1.6,60.0,4.0,234.0,361.0,64.8,14.0,4.0,10.0,12.0,5.0,3.0,6.0,9.0,29.0,21.0,30.0,9.0,44.0,12000000.0,567.0,14.0,49.0,226.0,306.0,56.0,567.0,66.0,29.0,43.9,33.0,50.0,350.0,2467.0,1197.0,53.0,29.0,19.0,53.0,19.0,405.0,117.0
César Azpilicueta,ESP,DF,Atlético Madrid,33.0,15.8,25,0.0,2.0,2.0,2.0,0.6,0.6,1.9,32.0,3.0,867.0,1035.0,83.8,25.0,16.0,46.0,8.0,15.0,9.0,1.0,14.0,1.0,15.0,30.0,2.0,77.0,2000000.0,1168.0,83.0,381.0,613.0,179.0,12.0,1168.0,6.0,1.0,16.7,3.0,50.0,624.0,3341.0,2153.0,39.0,22.0,3.0,10.0,6.0,752.0,39.0
César Montes,MEX,DF,Almería,26.0,19.9,21,0.0,0.0,13.0,2.0,0.7,0.7,0.4,18.0,0.0,750.0,973.0,77.1,22.0,11.0,94.0,4.0,13.0,9.0,0.0,13.0,3.0,4.0,16.0,0.0,52.0,5000000.0,1156.0,148.0,650.0,468.0,43.0,23.0,1156.0,3.0,3.0,100.0,0.0,0.0,593.0,2990.0,1805.0,7.0,5.0,1.0,7.0,1.0,730.0,2.0
Daichi Kamada,JPN,MF,Lazio,26.0,17.2,29,2.0,2.0,29.0,8.0,1.8,1.8,2.1,47.0,2.0,810.0,921.0,87.9,53.0,18.0,7.0,21.0,22.0,22.0,9.0,36.0,14.0,24.0,34.0,0.0,96.0,18000000.0,1109.0,19.0,171.0,629.0,316.0,57.0,1109.0,23.0,14.0,60.9,7.0,30.4,627.0,3349.0,1676.0,40.0,30.0,18.0,25.0,15.0,847.0,78.0
Daler Kuzyaev,RUS,MF,Le Havre,30.0,23.2,30,2.0,2.0,16.0,5.0,1.8,1.8,1.3,72.0,4.0,824.0,1050.0,78.5,34.0,22.0,18.0,27.0,11.0,13.0,10.0,19.0,12.0,29.0,57.0,6.0,119.0,8000000.0,1246.0,43.0,252.0,602.0,398.0,51.0,1246.0,23.0,12.0,52.2,8.0,34.8,925.0,4289.0,1656.0,23.0,32.0,6.0,31.0,15.0,853.0,97.0
Daley Blind,NED,DF,Girona,33.0,33.0,34,1.0,2.0,17.0,6.0,1.7,1.7,1.9,48.0,5.0,2304.0,2585.0,89.1,47.0,21.0,113.0,27.0,33.0,13.0,1.0,21.0,17.0,17.0,41.0,2.0,209.0,3000000.0,2869.0,229.0,1192.0,1426.0,271.0,27.0,2869.0,26.0,17.0,65.4,9.0,34.6,1871.0,8942.0,4795.0,48.0,30.0,3.0,18.0,3.0,2186.0,22.0
Daley Sinkgraven,NED,DF,Las Palmas,28.0,4.2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,237.0,276.0,85.9,11.0,6.0,9.0,3.0,6.0,5.0,0.0,5.0,0.0,0.0,2.0,0.0,17.0,1000000.0,319.0,17.0,90.0,181.0,49.0,1.0,319.0,3.0,0.0,0.0,3.0,100.0,168.0,660.0,285.0,3.0,4.0,0.0,3.0,2.0,198.0,8.0
Dan Burn,ENG,DF,Newcastle Utd,31.0,30.3,33,2.0,2.0,23.0,5.0,3.1,3.1,1.1,27.0,4.0,1351.0,1667.0,81.0,61.0,37.0,124.0,25.0,37.0,20.0,4.0,33.0,4.0,10.0,22.0,2.0,75.0,8000000.0,2007.0,204.0,948.0,851.0,212.0,46.0,2007.0,6.0,4.0,66.7,2.0,33.3,924.0,3930.0,1664.0,14.0,7.0,3.0,15.0,10.0,1150.0,25.0
Dan Ndoye,SUI,"FW,MF",Bologna,22.0,19.7,32,1.0,1.0,41.0,16.0,4.9,4.9,1.2,62.0,3.0,467.0,602.0,77.6,30.0,10.0,14.0,27.0,17.0,11.0,2.0,15.0,34.0,22.0,39.0,1.0,36.0,22000000.0,872.0,19.0,127.0,346.0,423.0,74.0,872.0,93.0,34.0,36.6,43.0,46.2,593.0,4896.0,2713.0,88.0,56.0,30.0,57.0,26.0,646.0,173.0
Dan-Axel Zagadou,FRA,DF,Stuttgart,24.0,16.1,19,1.0,0.0,11.0,2.0,1.0,1.0,0.7,10.0,1.0,1179.0,1361.0,86.6,21.0,20.0,78.0,1.0,16.0,5.0,0.0,14.0,3.0,3.0,8.0,0.0,75.0,10000000.0,1533.0,150.0,714.0,786.0,40.0,19.0,1533.0,4.0,3.0,75.0,1.0,25.0,968.0,4603.0,2263.0,2.0,5.0,0.0,5.0,1.0,1089.0,3.0
Dango Ouattara,BFA,"FW,DF",Bournemouth,21.0,13.7,30,1.0,2.0,30.0,7.0,2.6,2.6,1.4,45.0,3.0,371.0,558.0,66.5,45.0,22.0,35.0,23.0,22.0,11.0,12.0,27.0,21.0,17.0,34.0,1.0,35.0,20000000.0,783.0,37.0,210.0,273.0,317.0,69.0,783.0,47.0,21.0,44.7,20.0,42.6,365.0,2597.0,1409.0,47.0,24.0,18.0,23.0,12.0,405.0,90.0
Dani Ceballos,ESP,"MF,FW",Real Madrid,26.0,6.6,20,0.0,2.0,7.0,1.0,0.3,0.3,1.0,25.0,2.0,486.0,542.0,89.7,10.0,0.0,4.0,10.0,4.0,5.0,1.0,5.0,5.0,11.0,22.0,0.0,47.0,4000000.0,609.0,9.0,99.0,315.0,201.0,15.0,609.0,15.0,5.0,33.3,8.0,53.3,425.0,2284.0,1097.0,16.0,17.0,1.0,9.0,13.0,497.0,23.0
Dani García,ESP,MF,Athletic Club,33.0,8.3,17,1.0,0.0,6.0,3.0,0.8,0.8,0.2,3.0,0.0,279.0,331.0,84.3,17.0,8.0,11.0,2.0,4.0,7.0,6.0,11.0,3.0,2.0,2.0,0.0,36.0,1500000.0,398.0,21.0,81.0,258.0,64.0,7.0,398.0,3.0,3.0,100.0,0.0,0.0,176.0,711.0,287.0,3.0,6.0,0.0,4.0,2.0,228.0,4.0
Dani Olmo,ESP,MF,RB Leipzig,25.0,16.1,21,4.0,5.0,45.0,13.0,3.3,3.3,3.7,61.0,8.0,511.0,657.0,77.8,26.0,13.0,12.0,21.0,14.0,8.0,4.0,18.0,31.0,32.0,44.0,0.0,68.0,60000000.0,854.0,18.0,116.0,419.0,329.0,59.0,854.0,72.0,31.0,43.1,38.0,52.8,544.0,3571.0,1925.0,60.0,49.0,18.0,28.0,26.0,651.0,111.0
Dani Rodríguez,ESP,MF,Mallorca,35.0,29.1,36,2.0,4.0,27.0,4.0,1.4,1.4,5.2,99.0,9.0,693.0,1010.0,68.6,47.0,15.0,21.0,18.0,21.0,20.0,6.0,24.0,33.0,48.0,54.0,38.0,118.0,1000000.0,1316.0,29.0,178.0,636.0,524.0,44.0,1316.0,79.0,33.0,41.8,40.0,50.6,690.0,4223.0,1991.0,54.0,47.0,9.0,55.0,60.0,787.0,110.0
Daniel Maldini,ITA,"MF,FW",Monza,21.0,3.7,11,4.0,1.0,12.0,5.0,1.3,1.3,0.6,19.0,2.0,89.0,114.0,78.1,3.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,9.0,11.0,13.0,2.0,10.0,6000000.0,159.0,2.0,21.0,74.0,71.0,13.0,159.0,19.0,9.0,47.4,7.0,36.8,101.0,770.0,419.0,15.0,7.0,7.0,12.0,5.0,123.0,22.0
Daniel Muñoz,COL,"DF,MF",Crystal Palace,27.0,16.0,16,0.0,4.0,8.0,0.0,1.2,1.2,1.3,46.0,7.0,561.0,720.0,77.9,55.0,24.0,47.0,17.0,31.0,14.0,10.0,35.0,13.0,21.0,38.0,2.0,38.0,23000000.0,947.0,54.0,262.0,411.0,284.0,42.0,947.0,28.0,13.0,46.4,12.0,42.9,385.0,1841.0,873.0,25.0,17.0,5.0,21.0,7.0,465.0,80.0
Daniele Rugani,ITA,DF,Juventus,29.0,13.2,17,2.0,0.0,8.0,2.0,1.6,1.6,0.1,12.0,2.0,564.0,636.0,88.7,11.0,9.0,42.0,4.0,7.0,3.0,1.0,9.0,0.0,3.0,9.0,0.0,46.0,4000000.0,738.0,69.0,329.0,373.0,40.0,12.0,738.0,0.0,0.0,,0.0,,451.0,2006.0,899.0,2.0,4.0,0.0,3.0,2.0,501.0,2.0
Danilho Doekhi,NED,DF,Union Berlin,25.0,24.0,24,2.0,0.0,16.0,2.0,1.2,1.2,1.0,25.0,3.0,738.0,919.0,80.3,34.0,38.0,111.0,9.0,18.0,16.0,0.0,23.0,2.0,4.0,17.0,0.0,65.0,17000000.0,1225.0,154.0,634.0,537.0,58.0,25.0,1225.0,4.0,2.0,50.0,0.0,0.0,585.0,2763.0,1599.0,7.0,16.0,1.0,9.0,2.0,726.0,6.0
Danilo,BRA,MF,Nott'ham Forest,22.0,19.9,29,2.0,2.0,23.0,7.0,1.8,1.8,0.7,48.0,4.0,589.0,758.0,77.7,36.0,35.0,42.0,15.0,22.0,12.0,2.0,18.0,17.0,20.0,34.0,5.0,83.0,7000000.0,977.0,79.0,281.0,521.0,191.0,16.0,977.0,26.0,17.0,65.4,9.0,34.6,515.0,2547.0,1178.0,22.0,20.0,3.0,24.0,13.0,592.0,28.0
Danilo,BRA,MF,Nott'ham Forest,22.0,19.9,29,2.0,2.0,23.0,7.0,1.8,1.8,0.7,48.0,4.0,589.0,758.0,77.7,36.0,35.0,42.0,15.0,22.0,12.0,2.0,18.0,17.0,20.0,34.0,5.0,83.0,7000000.0,977.0,79.0,281.0,521.0,191.0,16.0,977.0,26.0,17.0,65.4,9.0,34.6,515.0,2547.0,1178.0,22.0,20.0,3.0,24.0,13.0,592.0,28.0
Danilo,BRA,MF,Nott'ham Forest,22.0,19.9,29,2.0,2.0,23.0,7.0,1.8,1.8,0.7,48.0,4.0,589.0,758.0,77.7,36.0,35.0,42.0,15.0,22.0,12.0,2.0,18.0,17.0,20.0,34.0,5.0,83.0,7000000.0,977.0,79.0,281.0,521.0,191.0,16.0,977.0,26.0,17.0,65.4,9.0,34.6,515.0,2547.0,1178.0,22.0,20.0,3.0,24.0,13.0,592.0,28.0
Danilo,BRA,MF,Nott'ham Forest,22.0,19.9,29,2.0,2.0,23.0,7.0,1.8,1.8,0.7,48.0,4.0,589.0,758.0,77.7,36.0,35.0,42.0,15.0,22.0,12.0,2.0,18.0,17.0,20.0,34.0,5.0,83.0,5000000.0,977.0,79.0,281.0,521.0,191.0,16.0,977.0,26.0,17.0,65.4,9.0,34.6,515.0,2547.0,1178.0,22.0,20.0,3.0,24.0,13.0,592.0,28.0
Danilo,BRA,MF,Nott'ham Forest,22.0,19.9,29,2.0,2.0,23.0,7.0,1.8,1.8,0.7,48.0,4.0,589.0,758.0,77.7,36.0,35.0,42.0,15.0,22.0,12.0,2.0,18.0,17.0,20.0,34.0,5.0,83.0,5000000.0,977.0,79.0,281.0,521.0,191.0,16.0,977.0,26.0,17.0,65.4,9.0,34.6,515.0,2547.0,1178.0,22.0,20.0,3.0,24.0,13.0,592.0,28.0
Danilo,BRA,MF,Nott'ham Forest,22.0,19.9,29,2.0,2.0,23.0,7.0,1.8,1.8,0.7,48.0,4.0,589.0,758.0,77.7,36.0,35.0,42.0,15.0,22.0,12.0,2.0,18.0,17.0,20.0,34.0,5.0,83.0,5000000.0,977.0,79.0,281.0,521.0,191.0,16.0,977.0,26.0,17.0,65.4,9.0,34.6,515.0,2547.0,1178.0,22.0,20.0,3.0,24.0,13.0,592.0,28.0
Danilo,BRA,MF,Nott'ham Forest,22.0,19.9,29,2.0,2.0,23.0,7.0,1.8,1.8,0.7,48.0,4.0,589.0,758.0,77.7,36.0,35.0,42.0,15.0,22.0,12.0,2.0,18.0,17.0,20.0,34.0,5.0,83.0,28000000.0,977.0,79.0,281.0,521.0,191.0,16.0,977.0,26.0,17.0,65.4,9.0,34.6,515.0,2547.0,1178.0,22.0,20.0,3.0,24.0,13.0,592.0,28.0
Danilo,BRA,MF,Nott'ham Forest,22.0,19.9,29,2.0,2.0,23.0,7.0,1.8,1.8,0.7,48.0,4.0,589.0,758.0,77.7,36.0,35.0,42.0,15.0,22.0,12.0,2.0,18.0,17.0,20.0,34.0,5.0,83.0,28000000.0,977.0,79.0,281.0,521.0,191.0,16.0,977.0,26.0,17.0,65.4,9.0,34.6,515.0,2547.0,1178.0,22.0,20.0,3.0,24.0,13.0,592.0,28.0
Danilo,BRA,MF,Nott'ham Forest,22.0,19.9,29,2.0,2.0,23.0,7.0,1.8,1.8,0.7,48.0,4.0,589.0,758.0,77.7,36.0,35.0,42.0,15.0,22.0,12.0,2.0,18.0,17.0,20.0,34.0,5.0,83.0,28000000.0,977.0,79.0,281.0,521.0,191.0,16.0,977.0,26.0,17.0,65.4,9.0,34.6,515.0,2547.0,1178.0,22.0,20.0,3.0,24.0,13.0,592.0,28.0
Danilo Cataldi,ITA,MF,Lazio,28.0,15.1,28,1.0,0.0,12.0,2.0,0.4,0.4,0.9,23.0,1.0,800.0,932.0,85.8,24.0,17.0,19.0,8.0,7.0,16.0,1.0,12.0,6.0,11.0,15.0,6.0,69.0,4000000.0,1040.0,42.0,219.0,691.0,139.0,0.0,1040.0,8.0,6.0,75.0,2.0,25.0,491.0,2369.0,1020.0,9.0,9.0,0.0,9.0,6.0,719.0,7.0
Danilo D'Ambrosio,ITA,DF,Monza,34.0,17.1,24,0.0,0.0,14.0,4.0,0.7,0.7,0.4,14.0,0.0,979.0,1095.0,89.4,57.0,14.0,31.0,9.0,34.0,20.0,3.0,34.0,7.0,4.0,5.0,0.0,61.0,1000000.0,1268.0,126.0,564.0,600.0,114.0,23.0,1268.0,13.0,7.0,53.8,5.0,38.5,787.0,3641.0,1763.0,12.0,8.0,1.0,12.0,5.0,904.0,25.0
Danny Ings,ENG,FW,West Ham,31.0,4.5,20,1.0,0.0,12.0,4.0,1.3,1.3,0.3,17.0,3.0,76.0,107.0,71.0,6.0,3.0,7.0,6.0,0.0,6.0,0.0,2.0,6.0,5.0,8.0,0.0,8.0,8000000.0,165.0,8.0,20.0,68.0,79.0,24.0,165.0,13.0,6.0,46.2,6.0,46.2,94.0,381.0,129.0,7.0,2.0,3.0,9.0,4.0,107.0,29.0
Danny Welbeck,ENG,"FW,MF",Brighton,32.0,18.8,29,5.0,1.0,41.0,16.0,5.3,5.3,1.4,71.0,7.0,423.0,515.0,82.1,35.0,9.0,17.0,22.0,9.0,17.0,9.0,17.0,8.0,22.0,52.0,0.0,44.0,5000000.0,727.0,20.0,71.0,337.0,325.0,73.0,727.0,27.0,8.0,29.6,16.0,59.3,443.0,2011.0,877.0,32.0,16.0,13.0,46.0,21.0,533.0,100.0
Danny da Costa,GER,DF,Mainz 05,30.0,9.2,19,0.0,1.0,6.0,1.0,0.3,0.3,1.3,18.0,1.0,317.0,470.0,67.4,18.0,16.0,24.0,21.0,9.0,7.0,2.0,9.0,7.0,9.0,13.0,3.0,40.0,800000.0,589.0,32.0,163.0,254.0,175.0,11.0,589.0,13.0,7.0,53.8,5.0,38.5,227.0,1219.0,613.0,22.0,9.0,3.0,8.0,7.0,263.0,53.0
Dante,BRA,DF,Nice,39.0,31.6,32,1.0,1.0,15.0,5.0,0.9,0.9,1.2,51.0,6.0,2540.0,2803.0,90.6,62.0,37.0,77.0,11.0,44.0,16.0,2.0,30.0,4.0,13.0,49.0,0.0,185.0,500000.0,3067.0,325.0,1402.0,1592.0,87.0,20.0,3067.0,5.0,4.0,80.0,1.0,20.0,2477.0,12006.0,6060.0,13.0,20.0,1.0,14.0,5.0,2315.0,6.0
Dany Mota,POR,"FW,MF",Monza,25.0,22.8,34,4.0,3.0,38.0,11.0,3.6,3.6,3.1,71.0,8.0,625.0,836.0,74.8,13.0,2.0,18.0,33.0,2.0,5.0,6.0,7.0,16.0,34.0,49.0,14.0,57.0,5000000.0,1028.0,22.0,101.0,434.0,504.0,93.0,1028.0,49.0,16.0,32.7,28.0,57.1,696.0,5390.0,2771.0,112.0,82.0,32.0,43.0,30.0,785.0,152.0
Dara O'Shea,IRL,DF,Burnley,24.0,32.1,33,3.0,4.0,19.0,5.0,0.7,0.7,1.0,32.0,6.0,1393.0,1759.0,79.2,39.0,35.0,158.0,19.0,22.0,14.0,3.0,20.0,1.0,13.0,27.0,0.0,122.0,10000000.0,2094.0,306.0,969.0,992.0,142.0,49.0,2094.0,2.0,1.0,50.0,1.0,50.0,1112.0,5725.0,3525.0,32.0,14.0,1.0,11.0,1.0,1306.0,10.0
