,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Rk_passing,Nation_passing,Pos_passing,Squad_passing,Comp_passing,Age_passing,Born_passing,90s_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches_passing,Rk_passtype,Nation_passtype,Pos_passtype,Squad_passtype,Comp_passtype,Age_passtype,Born_passtype,90s_passtype,Att_passtype,Live,Dead,FK_passtype,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_passtype,Off,Blocks,Matches_passtype,Rk_gsc,Nation_gsc,Pos_gsc,Squad_gsc,Comp_gsc,Age_gsc,Born_gsc,90s_gsc,SCA,SCA90,PassLive,PassDead,TO,Sh_gsc,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches_gsc,Rk_defense,Nation_defense,Pos_defense,Squad_defense,Comp_defense,Age_defense,Born_defense,90s_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_defense,Tkl%,Lost,Blocks_defense,Sh_defense,Pass,Int,Tkl+Int,Clr,Err,Matches_defense,Rk_possession,Nation_possession,Pos_possession,Squad_possession,Comp_possession,Age_possession,Born_possession,90s_possession,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC,1/3_possession,CPA,Mis,Dis,Rec,PrgR,Matches_possession,Rk_playingtime,Nation_playingtime,Pos_playingtime,Squad_playingtime,Comp_playingtime,Age_playingtime,Born_playingtime,MP,Min,Mn/MP,Min%,90s_playingtime,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches_playingtime
2420,1748.0,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29.0,1994.0,10.2,4.0,37.0,13.0,35.1,3.62,1.27,0.11,0.31,13.6,3.0,0.0,0.0,5.1,5.1,0.14,-1.1,-1.1,Matches,1748.0,pl POL,FW,Juventus,it Serie A,29.0,1994.0,10.2,215.0,270.0,79.6,3059.0,448.0,129.0,156.0,82.7,67.0,86.0,77.9,11.0,14.0,78.6,1.0,2.6,0.7,-1.6,15.0,8.0,8.0,0.0,22.0,Matches,1748.0,pl POL,FW,Juventus,it Serie A,29.0,1994.0,10.2,270.0,260.0,9.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,215.0,1.0,3.0,Matches,1748.0,pl POL,FW,Juventus,it Serie A,29.0,1994.0,10.2,37.0,3.62,24.0,0.0,1.0,7.0,4.0,1.0,6.0,0.59,2.0,0.0,0.0,3.0,0.0,1.0,Matches,1748.0,pl POL,FW,Juventus,it Serie A,29.0,1994.0,10.2,9.0,5.0,2.0,5.0,2.0,3.0,5.0,60.0,2.0,7.0,1.0,6.0,5.0,14.0,3.0,0.0,Matches,1748.0,pl POL,FW,Juventus,it Serie A,29.0,1994.0,10.2,391.0,3.0,36.0,182.0,175.0,52.0,391.0,10.0,5.0,50.0,5.0,50.0,242.0,894.0,331.0,12.0,8.0,3.0,30.0,12.0,319.0,49.0,Matches,2158,pl POL,FW,Juventus,it Serie A,29.0,1994.0,32,919.0,29.0,26.9,10.2,7,71.0,2,25,17.0,0,2.03,24.0,6.0,18.0,1.76,1.58,18.4,5.5,12.8,1.26,0.83,Matches
2421,1434.0,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,24.0,1998.0,32.3,5.0,84.0,30.0,35.7,2.6,0.93,0.06,0.17,21.6,11.0,0.0,0.0,5.7,5.7,0.07,-0.7,-0.7,Matches,1434.0,fr FRA,FW,Sassuolo,it Serie A,24.0,1998.0,32.3,628.0,908.0,69.2,9577.0,3171.0,363.0,434.0,83.6,198.0,292.0,67.8,41.0,112.0,36.6,4.0,4.0,3.9,0.0,47.0,49.0,36.0,6.0,99.0,Matches,1434.0,fr FRA,FW,Sassuolo,it Serie A,24.0,1998.0,32.3,908.0,805.0,103.0,15.0,4.0,11.0,135.0,14.0,72.0,47.0,6.0,1.0,628.0,0.0,32.0,Matches,1434.0,fr FRA,FW,Sassuolo,it Serie A,24.0,1998.0,32.3,110.0,3.4,67.0,16.0,12.0,7.0,8.0,0.0,8.0,0.25,4.0,1.0,0.0,2.0,1.0,0.0,Matches,1434.0,fr FRA,FW,Sassuolo,it Serie A,24.0,1998.0,32.3,31.0,20.0,8.0,14.0,9.0,13.0,44.0,29.5,31.0,29.0,4.0,25.0,15.0,46.0,11.0,0.0,Matches,1434.0,fr FRA,FW,Sassuolo,it Serie A,24.0,1998.0,32.3,1292.0,9.0,130.0,453.0,740.0,118.0,1292.0,135.0,63.0,46.7,54.0,40.0,817.0,6280.0,3470.0,125.0,84.0,48.0,80.0,55.0,880.0,268.0,Matches,1782,fr FRA,FW,Sassuolo,it Serie A,24.0,1998.0,37,2908.0,79.0,85.0,32.3,35,82.0,15,2,18.0,0,0.81,37.0,55.0,-18.0,-0.56,1.9,34.7,48.5,-13.9,-0.43,0.97,Matches
2422,385.0,Armando Broja,al ALB,FW,Chelsea,eng Premier League,21.0,2001.0,5.0,1.0,13.0,2.0,15.4,2.58,0.4,0.08,0.5,11.1,0.0,0.0,0.0,2.4,2.4,0.18,-1.4,-1.4,Matches,385.0,al ALB,FW,Chelsea,eng Premier League,21.0,2001.0,5.0,83.0,94.0,88.3,932.0,91.0,60.0,64.0,93.8,15.0,18.0,83.3,1.0,2.0,50.0,0.0,0.2,0.3,-0.2,3.0,2.0,2.0,0.0,6.0,Matches,385.0,al ALB,FW,Chelsea,eng Premier League,21.0,2001.0,5.0,94.0,87.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,Matches,385.0,al ALB,FW,Chelsea,eng Premier League,21.0,2001.0,5.0,8.0,1.59,5.0,0.0,1.0,0.0,2.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,Matches,385.0,al ALB,FW,Chelsea,eng Premier League,21.0,2001.0,5.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,50.0,1.0,5.0,1.0,4.0,0.0,3.0,3.0,0.0,Matches,385.0,al ALB,FW,Chelsea,eng Premier League,21.0,2001.0,5.0,167.0,3.0,9.0,56.0,106.0,35.0,167.0,31.0,13.0,41.9,16.0,51.6,117.0,695.0,286.0,11.0,4.0,8.0,17.0,14.0,131.0,37.0,Matches,476,al ALB,FW,Chelsea,eng Premier League,21.0,2001.0,13,454.0,35.0,13.3,5.0,6,60.0,0,7,14.0,1,1.69,8.0,5.0,3.0,0.59,0.26,10.5,5.7,4.9,0.97,0.61,Matches
2550,1202.0,Armando Izzo,it ITA,DF,Monza,it Serie A,31.0,1992.0,18.3,0.0,5.0,3.0,60.0,0.27,0.16,0.0,0.0,12.1,0.0,0.0,0.0,0.7,0.7,0.14,-0.7,-0.7,Matches,1202.0,it ITA,DF,Monza,it Serie A,31.0,1992.0,18.3,1122.0,1235.0,90.9,21780.0,6523.0,342.0,361.0,94.7,665.0,705.0,94.3,109.0,151.0,72.2,0.0,0.5,1.3,-0.5,7.0,55.0,4.0,0.0,59.0,Matches,1202.0,it ITA,DF,Monza,it Serie A,31.0,1992.0,18.3,1235.0,1181.0,54.0,43.0,0.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,1122.0,0.0,7.0,Matches,1202.0,it ITA,DF,Monza,it Serie A,31.0,1992.0,18.3,18.0,0.98,15.0,1.0,0.0,2.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches,1202.0,it ITA,DF,Monza,it Serie A,31.0,1992.0,18.3,27.0,17.0,17.0,9.0,1.0,16.0,27.0,59.3,11.0,20.0,16.0,4.0,27.0,54.0,49.0,1.0,Matches,1202.0,it ITA,DF,Monza,it Serie A,31.0,1992.0,18.3,1389.0,161.0,684.0,641.0,73.0,17.0,1389.0,1.0,0.0,0.0,1.0,100.0,870.0,4500.0,2292.0,15.0,7.0,0.0,10.0,2.0,1035.0,7.0,Matches,1505,it ITA,DF,Monza,it Serie A,31.0,1992.0,23,1650.0,72.0,48.2,18.3,20,81.0,13,3,8.0,4,1.13,17.0,25.0,-8.0,-0.44,-0.23,18.4,25.0,-6.6,-0.36,0.16,Matches
2551,1637.0,Arnau Martinez,es ESP,DF,Girona,es La Liga,20.0,2003.0,13.8,0.0,1.0,0.0,0.0,0.07,0.0,0.0,,7.9,0.0,0.0,0.0,0.2,0.2,0.2,-0.2,-0.2,Matches,1637.0,es ESP,DF,Girona,es La Liga,20.0,2003.0,13.8,751.0,834.0,90.0,11819.0,3256.0,362.0,384.0,94.3,342.0,366.0,93.4,27.0,49.0,55.1,2.0,1.4,1.5,0.6,11.0,62.0,9.0,4.0,68.0,Matches,1637.0,es ESP,DF,Girona,es La Liga,20.0,2003.0,13.8,834.0,731.0,101.0,25.0,2.0,3.0,7.0,76.0,0.0,0.0,0.0,0.0,751.0,2.0,8.0,Matches,1637.0,es ESP,DF,Girona,es La Liga,20.0,2003.0,13.8,24.0,1.74,23.0,1.0,0.0,0.0,0.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,Matches,1637.0,es ESP,DF,Girona,es La Liga,20.0,2003.0,13.8,25.0,16.0,17.0,6.0,2.0,15.0,32.0,46.9,17.0,15.0,5.0,10.0,10.0,35.0,41.0,3.0,Matches,1637.0,es ESP,DF,Girona,es La Liga,20.0,2003.0,13.8,958.0,79.0,347.0,483.0,131.0,9.0,958.0,7.0,3.0,42.9,4.0,57.1,541.0,2924.0,1608.0,29.0,14.0,1.0,16.0,9.0,655.0,16.0,Matches,2028,es ESP,DF,Girona,es La Liga,20.0,2003.0,21,1241.0,59.0,36.3,13.8,14,80.0,6,7,17.0,15,2.33,26.0,14.0,12.0,0.87,-0.24,23.5,21.8,1.7,0.13,-0.48,Matches
2552,2159.0,Arnau Puigmal,es ESP,"FW,DF",Almería,es La Liga,22.0,2001.0,2.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,2159.0,es ESP,"FW,DF",Almería,es La Liga,22.0,2001.0,2.8,65.0,93.0,69.9,976.0,349.0,42.0,46.0,91.3,16.0,22.0,72.7,5.0,17.0,29.4,0.0,0.3,0.2,-0.3,3.0,6.0,4.0,1.0,8.0,Matches,2159.0,es ESP,"FW,DF",Almería,es La Liga,22.0,2001.0,2.8,93.0,80.0,13.0,2.0,0.0,0.0,14.0,5.0,5.0,3.0,2.0,0.0,65.0,0.0,3.0,Matches,2159.0,es ESP,"FW,DF",Almería,es La Liga,22.0,2001.0,2.8,4.0,1.42,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2159.0,es ESP,"FW,DF",Almería,es La Liga,22.0,2001.0,2.8,2.0,1.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,3.0,5.0,2.0,0.0,Matches,2159.0,es ESP,"FW,DF",Almería,es La Liga,22.0,2001.0,2.8,122.0,2.0,20.0,56.0,48.0,2.0,122.0,7.0,2.0,28.6,4.0,57.1,76.0,437.0,210.0,4.0,3.0,0.0,7.0,2.0,78.0,17.0,Matches,2672,es ESP,"FW,DF",Almería,es La Liga,22.0,2001.0,11,255.0,23.0,7.5,2.8,3,58.0,0,8,10.0,8,0.27,4.0,4.0,0.0,0.0,0.91,4.3,6.4,-2.1,-0.76,-0.46,Matches
2553,2567.0,Arnau Tenas,es ESP,GK,Paris S-G,fr Ligue 1,22.0,2001.0,5.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,2567.0,es ESP,GK,Paris S-G,fr Ligue 1,22.0,2001.0,5.9,173.0,211.0,82.0,4055.0,2464.0,36.0,36.0,100.0,100.0,100.0,100.0,37.0,75.0,49.3,1.0,0.8,0.2,0.2,1.0,4.0,0.0,0.0,0.0,Matches,2567.0,es ESP,GK,Paris S-G,fr Ligue 1,22.0,2001.0,5.9,211.0,169.0,42.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,Matches,2567.0,es ESP,GK,Paris S-G,fr Ligue 1,22.0,2001.0,5.9,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2567.0,es ESP,GK,Paris S-G,fr Ligue 1,22.0,2001.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2567.0,es ESP,GK,Paris S-G,fr Ligue 1,22.0,2001.0,5.9,220.0,199.0,218.0,2.0,0.0,0.0,220.0,0.0,0.0,,0.0,,168.0,710.0,397.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,Matches,3175,es ESP,GK,Paris S-G,fr Ligue 1,22.0,2001.0,6,529.0,88.0,17.3,5.9,5,90.0,5,1,79.0,13,1.83,9.0,7.0,2.0,0.34,-1.3,10.4,6.9,3.5,0.59,-0.31,Matches
2554,1282.0,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,21.0,2002.0,23.8,10.0,59.0,22.0,37.3,2.48,0.93,0.14,0.36,16.3,0.0,2.0,2.0,9.0,7.4,0.13,1.0,0.6,Matches,1282.0,fr FRA,FW,Rennes,fr Ligue 1,21.0,2002.0,23.8,405.0,502.0,80.7,5966.0,893.0,222.0,265.0,83.8,137.0,155.0,88.4,24.0,26.0,92.3,1.0,2.7,2.3,-1.7,28.0,31.0,12.0,1.0,37.0,Matches,1282.0,fr FRA,FW,Rennes,fr Ligue 1,21.0,2002.0,23.8,502.0,451.0,47.0,2.0,2.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,405.0,4.0,18.0,Matches,1282.0,fr FRA,FW,Rennes,fr Ligue 1,21.0,2002.0,23.8,70.0,2.95,49.0,1.0,5.0,6.0,9.0,0.0,7.0,0.29,3.0,0.0,0.0,1.0,3.0,0.0,Matches,1282.0,fr FRA,FW,Rennes,fr Ligue 1,21.0,2002.0,23.8,5.0,4.0,2.0,2.0,1.0,2.0,5.0,40.0,3.0,13.0,2.0,11.0,4.0,9.0,4.0,0.0,Matches,1282.0,fr FRA,FW,Rennes,fr Ligue 1,21.0,2002.0,23.8,717.0,7.0,37.0,347.0,339.0,107.0,715.0,46.0,17.0,37.0,25.0,54.3,559.0,3294.0,1046.0,27.0,18.0,13.0,52.0,35.0,564.0,181.0,Matches,1604,fr FRA,FW,Rennes,fr Ligue 1,21.0,2002.0,30,2139.0,71.0,69.9,23.8,25,80.0,6,5,29.0,0,1.37,38.0,31.0,7.0,0.29,0.29,36.1,24.7,11.4,0.48,0.44,Matches
2555,1912.0,Arnaud Nordin,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25.0,1998.0,13.8,5.0,29.0,11.0,37.9,2.09,0.79,0.17,0.45,16.0,0.0,0.0,0.0,3.6,3.6,0.12,1.4,1.4,Matches,1912.0,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25.0,1998.0,13.8,304.0,390.0,77.9,4665.0,1231.0,151.0,182.0,83.0,113.0,134.0,84.3,21.0,34.0,61.8,3.0,3.0,1.4,0.0,21.0,31.0,22.0,4.0,52.0,Matches,1912.0,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25.0,1998.0,13.8,390.0,376.0,11.0,1.0,2.0,0.0,35.0,3.0,1.0,0.0,1.0,0.0,304.0,3.0,17.0,Matches,1912.0,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25.0,1998.0,13.8,56.0,4.04,39.0,0.0,6.0,4.0,7.0,0.0,6.0,0.43,5.0,0.0,0.0,0.0,1.0,0.0,Matches,1912.0,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25.0,1998.0,13.8,12.0,6.0,3.0,5.0,4.0,6.0,16.0,37.5,10.0,11.0,0.0,11.0,2.0,14.0,10.0,0.0,Matches,1912.0,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25.0,1998.0,13.8,551.0,6.0,66.0,227.0,271.0,66.0,551.0,55.0,33.0,60.0,15.0,27.3,441.0,3428.0,1667.0,56.0,48.0,25.0,42.0,19.0,422.0,125.0,Matches,2359,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25.0,1998.0,20,1246.0,62.0,40.7,13.8,15,76.0,4,5,20.0,0,1.25,23.0,21.0,2.0,0.14,0.49,22.3,18.9,3.4,0.24,0.65,Matches
2556,632.0,Arnaut Danjuma,nl NED,"MF,FW",Everton,eng Premier League,26.0,1997.0,6.6,1.0,25.0,9.0,36.0,3.78,1.36,0.04,0.11,16.0,1.0,0.0,0.0,2.6,2.6,0.1,-1.6,-1.6,Matches,632.0,nl NED,"MF,FW",Everton,eng Premier League,26.0,1997.0,6.6,102.0,152.0,67.1,1420.0,357.0,57.0,69.0,82.6,37.0,54.0,68.5,2.0,7.0,28.6,0.0,1.1,0.4,-1.1,6.0,6.0,2.0,0.0,9.0,Matches,632.0,nl NED,"MF,FW",Everton,eng Premier League,26.0,1997.0,6.6,152.0,147.0,5.0,0.0,1.0,1.0,10.0,2.0,1.0,1.0,0.0,0.0,102.0,0.0,8.0,Matches,632.0,nl NED,"MF,FW",Everton,eng Premier League,26.0,1997.0,6.6,18.0,2.72,9.0,0.0,1.0,5.0,2.0,1.0,1.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,Matches,632.0,nl NED,"MF,FW",Everton,eng Premier League,26.0,1997.0,6.6,6.0,4.0,2.0,3.0,1.0,1.0,4.0,25.0,3.0,4.0,0.0,4.0,3.0,9.0,0.0,0.0,Matches,632.0,nl NED,"MF,FW",Everton,eng Premier League,26.0,1997.0,6.6,223.0,4.0,23.0,77.0,127.0,32.0,223.0,21.0,8.0,38.1,11.0,52.4,147.0,1182.0,599.0,24.0,15.0,11.0,10.0,7.0,147.0,44.0,Matches,785,nl NED,"MF,FW",Everton,eng Premier League,26.0,1997.0,14,595.0,43.0,17.4,6.6,5,84.0,2,9,19.0,14,0.43,3.0,10.0,-7.0,-1.06,-0.93,8.6,9.8,-1.2,-0.18,-0.18,Matches
2557,819.0,Arne Engels,be BEL,"MF,DF",Augsburg,de Bundesliga,19.0,2003.0,15.6,3.0,20.0,7.0,35.0,1.28,0.45,0.15,0.43,19.9,2.0,0.0,0.0,1.8,1.8,0.09,1.2,1.2,Matches,819.0,be BEL,"MF,DF",Augsburg,de Bundesliga,19.0,2003.0,15.6,394.0,587.0,67.1,7179.0,2583.0,171.0,213.0,80.3,160.0,210.0,76.2,50.0,113.0,44.2,2.0,1.2,1.8,0.8,19.0,35.0,17.0,6.0,52.0,Matches,819.0,be BEL,"MF,DF",Augsburg,de Bundesliga,19.0,2003.0,15.6,587.0,498.0,85.0,19.0,3.0,9.0,80.0,30.0,36.0,20.0,13.0,0.0,394.0,4.0,23.0,Matches,819.0,be BEL,"MF,DF",Augsburg,de Bundesliga,19.0,2003.0,15.6,40.0,2.56,28.0,8.0,0.0,2.0,2.0,0.0,8.0,0.51,5.0,1.0,0.0,0.0,2.0,0.0,Matches,819.0,be BEL,"MF,DF",Augsburg,de Bundesliga,19.0,2003.0,15.6,33.0,18.0,15.0,14.0,4.0,12.0,29.0,41.4,17.0,23.0,1.0,22.0,15.0,48.0,21.0,0.0,Matches,819.0,be BEL,"MF,DF",Augsburg,de Bundesliga,19.0,2003.0,15.6,724.0,25.0,142.0,337.0,249.0,18.0,724.0,11.0,6.0,54.5,5.0,45.5,357.0,1747.0,786.0,23.0,18.0,4.0,15.0,7.0,406.0,62.0,Matches,1013,be BEL,"MF,DF",Augsburg,de Bundesliga,19.0,2003.0,32,1405.0,44.0,45.9,15.6,13,74.0,2,19,23.0,0,1.22,25.0,21.0,4.0,0.26,1.02,23.0,25.9,-2.9,-0.19,0.27,Matches
2558,1564.0,Arne Maier,de GER,MF,Augsburg,de Bundesliga,24.0,1999.0,11.1,2.0,22.0,5.0,22.7,1.97,0.45,0.09,0.4,22.2,3.0,0.0,0.0,1.5,1.5,0.07,0.5,0.5,Matches,1564.0,de GER,MF,Augsburg,de Bundesliga,24.0,1999.0,11.1,449.0,593.0,75.7,8314.0,2523.0,183.0,212.0,86.3,182.0,227.0,80.2,68.0,115.0,59.1,4.0,2.3,2.8,1.7,28.0,49.0,27.0,8.0,64.0,Matches,1564.0,de GER,MF,Augsburg,de Bundesliga,24.0,1999.0,11.1,593.0,498.0,92.0,21.0,0.0,2.0,85.0,8.0,61.0,17.0,34.0,0.0,449.0,3.0,12.0,Matches,1564.0,de GER,MF,Augsburg,de Bundesliga,24.0,1999.0,11.1,66.0,5.92,37.0,19.0,2.0,6.0,2.0,0.0,6.0,0.54,3.0,1.0,0.0,2.0,0.0,0.0,Matches,1564.0,de GER,MF,Augsburg,de Bundesliga,24.0,1999.0,11.1,14.0,9.0,5.0,8.0,1.0,5.0,14.0,35.7,9.0,19.0,2.0,17.0,6.0,20.0,11.0,0.0,Matches,1564.0,de GER,MF,Augsburg,de Bundesliga,24.0,1999.0,11.1,692.0,15.0,86.0,321.0,293.0,28.0,692.0,20.0,12.0,60.0,8.0,40.0,350.0,1577.0,680.0,17.0,11.0,6.0,13.0,11.0,422.0,66.0,Matches,1939,de GER,MF,Augsburg,de Bundesliga,24.0,1999.0,22,1003.0,46.0,32.8,11.1,10,77.0,3,12,19.0,5,1.0,20.0,19.0,1.0,0.09,0.57,17.6,21.1,-3.5,-0.31,0.03,Matches
2559,786.0,Aron Dønnum,no NOR,"FW,MF",Toulouse,fr Ligue 1,25.0,1998.0,17.7,0.0,21.0,9.0,42.9,1.18,0.51,0.0,0.0,19.5,0.0,0.0,0.0,1.0,1.0,0.05,-1.0,-1.0,Matches,786.0,no NOR,"FW,MF",Toulouse,fr Ligue 1,25.0,1998.0,17.7,428.0,571.0,75.0,7389.0,2129.0,214.0,261.0,82.0,154.0,197.0,78.2,49.0,78.0,62.8,1.0,2.1,3.0,-1.1,24.0,36.0,23.0,2.0,66.0,Matches,786.0,no NOR,"FW,MF",Toulouse,fr Ligue 1,25.0,1998.0,17.7,571.0,545.0,24.0,5.0,4.0,13.0,28.0,10.0,9.0,2.0,5.0,0.0,428.0,2.0,17.0,Matches,786.0,no NOR,"FW,MF",Toulouse,fr Ligue 1,25.0,1998.0,17.7,53.0,2.99,30.0,4.0,3.0,7.0,7.0,2.0,4.0,0.23,3.0,0.0,0.0,0.0,1.0,0.0,Matches,786.0,no NOR,"FW,MF",Toulouse,fr Ligue 1,25.0,1998.0,17.7,16.0,10.0,3.0,8.0,5.0,7.0,22.0,31.8,15.0,13.0,0.0,13.0,8.0,24.0,16.0,1.0,Matches,786.0,no NOR,"FW,MF",Toulouse,fr Ligue 1,25.0,1998.0,17.7,774.0,19.0,108.0,343.0,341.0,48.0,774.0,74.0,31.0,41.9,34.0,45.9,601.0,4386.0,2001.0,69.0,37.0,21.0,46.0,23.0,567.0,120.0,Matches,967,no NOR,"FW,MF",Toulouse,fr Ligue 1,25.0,1998.0,27,1595.0,59.0,52.1,17.7,19,74.0,1,8,23.0,1,1.26,19.0,25.0,-6.0,-0.34,-0.46,21.3,24.5,-3.2,-0.18,0.1,Matches
2560,2347.0,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,21.0,2002.0,29.9,0.0,16.0,3.0,18.8,0.54,0.1,0.0,0.0,15.2,0.0,0.0,0.0,0.9,0.9,0.06,-0.9,-0.9,Matches,2347.0,sn SEN,DF,Le Havre,fr Ligue 1,21.0,2002.0,29.9,1233.0,1521.0,81.1,24085.0,9176.0,453.0,525.0,86.3,586.0,667.0,87.9,166.0,270.0,61.5,0.0,1.2,0.9,-1.2,17.0,93.0,9.0,2.0,107.0,Matches,2347.0,sn SEN,DF,Le Havre,fr Ligue 1,21.0,2002.0,29.9,1521.0,1315.0,202.0,61.0,0.0,13.0,15.0,139.0,0.0,0.0,0.0,0.0,1233.0,4.0,29.0,Matches,2347.0,sn SEN,DF,Le Havre,fr Ligue 1,21.0,2002.0,29.9,39.0,1.31,28.0,4.0,0.0,0.0,3.0,4.0,4.0,0.13,2.0,0.0,0.0,0.0,1.0,1.0,Matches,2347.0,sn SEN,DF,Le Havre,fr Ligue 1,21.0,2002.0,29.9,53.0,33.0,27.0,23.0,3.0,24.0,40.0,60.0,16.0,35.0,18.0,17.0,66.0,119.0,93.0,2.0,Matches,2347.0,sn SEN,DF,Le Havre,fr Ligue 1,21.0,2002.0,29.9,1827.0,193.0,760.0,863.0,224.0,35.0,1827.0,17.0,11.0,64.7,4.0,23.5,1163.0,6282.0,2969.0,20.0,23.0,2.0,19.0,15.0,1045.0,27.0,Matches,2898,sn SEN,DF,Le Havre,fr Ligue 1,21.0,2002.0,30,2687.0,90.0,87.8,29.9,30,90.0,27,0,,1,0.87,29.0,39.0,-10.0,-0.33,-0.09,33.3,44.1,-10.8,-0.36,0.23,Matches
2561,2810.0,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,es La Liga,20.0,2003.0,13.6,1.0,33.0,9.0,27.3,2.42,0.66,0.03,0.11,21.6,6.0,0.0,0.0,2.4,2.4,0.07,-1.4,-1.4,Matches,2810.0,ru RUS,"MF,FW",Real Sociedad,es La Liga,20.0,2003.0,13.6,379.0,542.0,69.9,5923.0,1795.0,221.0,256.0,86.3,113.0,156.0,72.4,34.0,85.0,40.0,2.0,2.1,2.3,-0.1,26.0,31.0,13.0,2.0,47.0,Matches,2810.0,ru RUS,"MF,FW",Real Sociedad,es La Liga,20.0,2003.0,13.6,542.0,466.0,68.0,15.0,3.0,6.0,75.0,5.0,47.0,25.0,19.0,0.0,379.0,8.0,13.0,Matches,2810.0,ru RUS,"MF,FW",Real Sociedad,es La Liga,20.0,2003.0,13.6,58.0,4.25,27.0,19.0,5.0,5.0,2.0,0.0,4.0,0.29,2.0,1.0,0.0,1.0,0.0,0.0,Matches,2810.0,ru RUS,"MF,FW",Real Sociedad,es La Liga,20.0,2003.0,13.6,22.0,15.0,8.0,11.0,3.0,9.0,22.0,40.9,13.0,16.0,0.0,16.0,4.0,26.0,10.0,0.0,Matches,2810.0,ru RUS,"MF,FW",Real Sociedad,es La Liga,20.0,2003.0,13.6,691.0,12.0,76.0,286.0,331.0,29.0,691.0,29.0,10.0,34.5,15.0,51.7,381.0,1854.0,1028.0,28.0,22.0,8.0,25.0,6.0,466.0,88.0,Matches,3461,ru RUS,"MF,FW",Real Sociedad,es La Liga,20.0,2003.0,29,1228.0,42.0,35.9,13.6,15,64.0,0,14,19.0,2,1.52,15.0,17.0,-2.0,-0.15,-0.72,18.0,14.3,3.8,0.28,0.28,Matches
