,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Rk_passing,Nation_passing,Pos_passing,Squad_passing,Comp_passing,Age_passing,Born_passing,90s_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches_passing,Rk_passtype,Nation_passtype,Pos_passtype,Squad_passtype,Comp_passtype,Age_passtype,Born_passtype,90s_passtype,Att_passtype,Live,Dead,FK_passtype,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_passtype,Off,Blocks,Matches_passtype,Rk_gsc,Nation_gsc,Pos_gsc,Squad_gsc,Comp_gsc,Age_gsc,Born_gsc,90s_gsc,SCA,SCA90,PassLive,PassDead,TO,Sh_gsc,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches_gsc,Rk_defense,Nation_defense,Pos_defense,Squad_defense,Comp_defense,Age_defense,Born_defense,90s_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_defense,Tkl%,Lost,Blocks_defense,Sh_defense,Pass,Int,Tkl+Int,Clr,Err,Matches_defense,Rk_possession,Nation_possession,Pos_possession,Squad_possession,Comp_possession,Age_possession,Born_possession,90s_possession,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC,1/3_possession,CPA,Mis,Dis,Rec,PrgR,Matches_possession,Rk_playingtime,Nation_playingtime,Pos_playingtime,Squad_playingtime,Comp_playingtime,Age_playingtime,Born_playingtime,MP,Min,Mn/MP,Min%,90s_playingtime,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches_playingtime
13397,2174.0,Luca Raimund,de GER,"FW,MF",Stuttgart,de Bundesliga,18.0,2005.0,0.3,0.0,2.0,0.0,0.0,6.0,0.0,0.0,,7.2,0.0,0.0,0.0,0.9,0.9,0.55,-0.9,-0.9,Matches,2174.0,de GER,"FW,MF",Stuttgart,de Bundesliga,18.0,2005.0,0.3,16.0,23.0,69.6,203.0,18.0,11.0,14.0,78.6,5.0,7.0,71.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Matches,2174.0,de GER,"FW,MF",Stuttgart,de Bundesliga,18.0,2005.0,0.3,23.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,Matches,2174.0,de GER,"FW,MF",Stuttgart,de Bundesliga,18.0,2005.0,0.3,3.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2174.0,de GER,"FW,MF",Stuttgart,de Bundesliga,18.0,2005.0,0.3,3.0,1.0,2.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,Matches,2174.0,de GER,"FW,MF",Stuttgart,de Bundesliga,18.0,2005.0,0.3,34.0,0.0,5.0,10.0,20.0,3.0,34.0,0.0,0.0,,0.0,,18.0,67.0,27.0,0.0,0.0,0.0,2.0,2.0,21.0,2.0,Matches,2693,de GER,"FW,MF",Stuttgart,de Bundesliga,18.0,2005.0,3,30.0,10.0,1.0,0.3,0,,0,3,10.0,8,1.0,1.0,2.0,-1.0,-3.0,-4.19,1.6,1.4,0.2,0.56,-0.41,Matches
13398,2188.0,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,24.0,1999.0,22.9,2.0,10.0,3.0,30.0,0.44,0.13,0.2,0.67,8.8,0.0,0.0,0.0,0.9,0.9,0.09,1.1,1.1,Matches,2188.0,it ITA,DF,Fiorentina,it Serie A,24.0,1999.0,22.9,1142.0,1362.0,83.8,23351.0,8689.0,350.0,385.0,90.9,617.0,682.0,90.5,165.0,265.0,62.3,1.0,0.4,0.7,0.6,7.0,95.0,11.0,2.0,99.0,Matches,2188.0,it ITA,DF,Fiorentina,it Serie A,24.0,1999.0,22.9,1362.0,1289.0,69.0,51.0,0.0,5.0,13.0,16.0,0.0,0.0,0.0,0.0,1142.0,4.0,8.0,Matches,2188.0,it ITA,DF,Fiorentina,it Serie A,24.0,1999.0,22.9,22.0,0.96,19.0,1.0,0.0,2.0,0.0,0.0,2.0,0.09,1.0,1.0,0.0,0.0,0.0,0.0,Matches,2188.0,it ITA,DF,Fiorentina,it Serie A,24.0,1999.0,22.9,14.0,10.0,11.0,1.0,2.0,8.0,13.0,61.5,5.0,25.0,11.0,14.0,29.0,43.0,64.0,0.0,Matches,2188.0,it ITA,DF,Fiorentina,it Serie A,24.0,1999.0,22.9,1538.0,120.0,683.0,775.0,89.0,16.0,1538.0,13.0,4.0,30.8,8.0,61.5,937.0,4601.0,2808.0,17.0,22.0,0.0,13.0,0.0,1013.0,5.0,Matches,2711,it ITA,DF,Fiorentina,it Serie A,24.0,1999.0,26,2065.0,79.0,60.4,22.9,23,87.0,19,3,22.0,10,1.69,38.0,28.0,10.0,0.44,0.1,32.5,29.9,2.5,0.11,0.04,Matches
13399,2738.0,Luca Waldschmidt,de GER,"MF,FW",Köln,de Bundesliga,27.0,1996.0,12.7,3.0,42.0,15.0,35.7,3.3,1.18,0.07,0.2,22.3,2.0,0.0,1.0,2.9,2.1,0.05,0.1,0.9,Matches,2738.0,de GER,"MF,FW",Köln,de Bundesliga,27.0,1996.0,12.7,320.0,448.0,71.4,5187.0,1308.0,150.0,180.0,83.3,125.0,163.0,76.7,31.0,60.0,51.7,0.0,1.2,1.8,-1.2,16.0,23.0,10.0,4.0,46.0,Matches,2738.0,de GER,"MF,FW",Köln,de Bundesliga,27.0,1996.0,12.7,448.0,392.0,49.0,10.0,4.0,4.0,39.0,5.0,26.0,7.0,12.0,0.0,320.0,7.0,14.0,Matches,2738.0,de GER,"MF,FW",Köln,de Bundesliga,27.0,1996.0,12.7,42.0,3.3,25.0,3.0,1.0,9.0,3.0,1.0,3.0,0.24,0.0,0.0,0.0,2.0,1.0,0.0,Matches,2738.0,de GER,"MF,FW",Köln,de Bundesliga,27.0,1996.0,12.7,19.0,12.0,4.0,12.0,3.0,5.0,16.0,31.3,11.0,18.0,3.0,15.0,6.0,25.0,8.0,1.0,Matches,2738.0,de GER,"MF,FW",Köln,de Bundesliga,27.0,1996.0,12.7,604.0,9.0,82.0,297.0,234.0,29.0,603.0,40.0,18.0,45.0,20.0,50.0,336.0,1835.0,822.0,30.0,20.0,6.0,23.0,14.0,387.0,61.0,Matches,3375,de GER,"MF,FW",Köln,de Bundesliga,27.0,1996.0,22,1146.0,52.0,37.5,12.7,14,68.0,2,8,25.0,0,0.86,11.0,19.0,-8.0,-0.63,0.5,15.3,24.4,-9.1,-0.72,0.04,Matches
13400,1408.0,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,25.0,1998.0,21.7,1.0,24.0,8.0,33.3,1.1,0.37,0.04,0.13,16.4,0.0,0.0,0.0,2.5,2.5,0.1,-1.5,-1.5,Matches,1408.0,us USA,MF,Celta Vigo,es La Liga,25.0,1998.0,21.7,620.0,764.0,81.2,7881.0,2176.0,396.0,440.0,90.0,176.0,205.0,85.9,14.0,27.0,51.9,4.0,1.4,1.5,2.6,17.0,58.0,7.0,0.0,93.0,Matches,1408.0,us USA,MF,Celta Vigo,es La Liga,25.0,1998.0,21.7,764.0,756.0,4.0,2.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,620.0,4.0,36.0,Matches,1408.0,us USA,MF,Celta Vigo,es La Liga,25.0,1998.0,21.7,43.0,1.98,37.0,0.0,2.0,2.0,2.0,0.0,5.0,0.23,5.0,0.0,0.0,0.0,0.0,0.0,Matches,1408.0,us USA,MF,Celta Vigo,es La Liga,25.0,1998.0,21.7,39.0,21.0,12.0,22.0,5.0,22.0,43.0,51.2,21.0,23.0,4.0,19.0,12.0,51.0,17.0,0.0,Matches,1408.0,us USA,MF,Celta Vigo,es La Liga,25.0,1998.0,21.7,971.0,21.0,141.0,465.0,381.0,63.0,971.0,32.0,11.0,34.4,19.0,59.4,606.0,3777.0,2012.0,58.0,40.0,12.0,38.0,28.0,679.0,88.0,Matches,1753,us USA,MF,Celta Vigo,es La Liga,25.0,1998.0,31,1956.0,63.0,57.2,21.7,22,81.0,10,9,20.0,2,1.03,19.0,31.0,-12.0,-0.55,-0.61,25.6,30.0,-4.4,-0.2,-0.24,Matches
13401,1524.0,Lucas,br BRA,DF,Cádiz,es La Liga,22.0,2001.0,17.1,1.0,11.0,4.0,36.4,0.64,0.23,0.09,0.25,21.5,3.0,0.0,0.0,0.8,0.8,0.07,0.2,0.2,Matches,1524.0,br BRA,DF,Cádiz,es La Liga,22.0,2001.0,17.1,595.0,807.0,73.7,9653.0,3843.0,311.0,351.0,88.6,221.0,298.0,74.2,49.0,115.0,42.6,0.0,1.9,2.0,-1.9,22.0,33.0,21.0,14.0,47.0,Matches,1524.0,br BRA,DF,Cádiz,es La Liga,22.0,2001.0,17.1,807.0,632.0,169.0,14.0,2.0,4.0,72.0,145.0,10.0,6.0,2.0,0.0,595.0,6.0,14.0,Matches,1524.0,br BRA,DF,Cádiz,es La Liga,22.0,2001.0,17.1,41.0,2.4,31.0,8.0,0.0,1.0,0.0,1.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,1.0,Matches,1524.0,br BRA,DF,Cádiz,es La Liga,22.0,2001.0,17.1,47.0,27.0,32.0,11.0,4.0,32.0,55.0,58.2,23.0,27.0,4.0,23.0,17.0,64.0,45.0,0.0,Matches,1524.0,br BRA,DF,Cádiz,es La Liga,22.0,2001.0,17.1,1020.0,54.0,306.0,447.0,275.0,14.0,1020.0,32.0,15.0,46.9,14.0,43.8,487.0,2549.0,1130.0,30.0,19.0,3.0,22.0,18.0,513.0,65.0,Matches,1893,br BRA,DF,Cádiz,es La Liga,22.0,2001.0,28,1539.0,55.0,45.0,17.1,15,87.0,13,13,18.0,9,0.75,7.0,33.0,-26.0,-1.52,-1.38,14.2,25.9,-11.7,-0.69,-0.47,Matches
13402,270.0,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22.0,2001.0,18.8,6.0,30.0,7.0,23.3,1.6,0.37,0.17,0.71,15.5,0.0,1.0,1.0,3.8,3.0,0.1,2.2,2.0,Matches,270.0,ar ARG,"FW,MF",Fiorentina,it Serie A,22.0,2001.0,18.8,360.0,459.0,78.4,5213.0,1095.0,201.0,246.0,81.7,118.0,137.0,86.1,21.0,28.0,75.0,2.0,1.5,1.9,0.5,25.0,25.0,19.0,0.0,49.0,Matches,270.0,ar ARG,"FW,MF",Fiorentina,it Serie A,22.0,2001.0,18.8,459.0,438.0,19.0,2.0,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,360.0,2.0,15.0,Matches,270.0,ar ARG,"FW,MF",Fiorentina,it Serie A,22.0,2001.0,18.8,56.0,2.98,39.0,0.0,2.0,8.0,6.0,1.0,10.0,0.53,5.0,0.0,1.0,3.0,1.0,0.0,Matches,270.0,ar ARG,"FW,MF",Fiorentina,it Serie A,22.0,2001.0,18.8,27.0,14.0,4.0,18.0,5.0,11.0,20.0,55.0,9.0,29.0,3.0,26.0,2.0,29.0,11.0,0.0,Matches,270.0,ar ARG,"FW,MF",Fiorentina,it Serie A,22.0,2001.0,18.8,668.0,16.0,49.0,280.0,342.0,88.0,667.0,31.0,12.0,38.7,17.0,54.8,384.0,1500.0,542.0,12.0,10.0,6.0,56.0,31.0,478.0,113.0,Matches,339,ar ARG,"FW,MF",Fiorentina,it Serie A,22.0,2001.0,32,1692.0,53.0,49.5,18.8,21,69.0,3,11,22.0,3,1.44,32.0,21.0,11.0,0.59,0.38,25.2,24.7,0.5,0.02,-0.14,Matches
13403,282.0,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,19.0,2003.0,11.2,1.0,5.0,2.0,40.0,0.45,0.18,0.2,0.5,10.8,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.0,Matches,282.0,br BRA,DF,Paris S-G,fr Ligue 1,19.0,2003.0,11.2,867.0,968.0,89.6,15514.0,5185.0,309.0,354.0,87.3,482.0,513.0,94.0,56.0,72.0,77.8,0.0,0.2,0.2,-0.2,4.0,65.0,2.0,0.0,44.0,Matches,282.0,br BRA,DF,Paris S-G,fr Ligue 1,19.0,2003.0,11.2,968.0,912.0,56.0,22.0,1.0,3.0,2.0,33.0,0.0,0.0,0.0,0.0,867.0,0.0,10.0,Matches,282.0,br BRA,DF,Paris S-G,fr Ligue 1,19.0,2003.0,11.2,14.0,1.25,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches,282.0,br BRA,DF,Paris S-G,fr Ligue 1,19.0,2003.0,11.2,22.0,14.0,14.0,8.0,0.0,10.0,25.0,40.0,15.0,15.0,6.0,9.0,20.0,42.0,25.0,0.0,Matches,282.0,br BRA,DF,Paris S-G,fr Ligue 1,19.0,2003.0,11.2,1056.0,80.0,410.0,592.0,58.0,5.0,1056.0,4.0,3.0,75.0,1.0,25.0,832.0,4228.0,2168.0,7.0,22.0,0.0,2.0,2.0,777.0,2.0,Matches,355,br BRA,DF,Paris S-G,fr Ligue 1,19.0,2003.0,13,1008.0,78.0,32.9,11.2,12,82.0,9,1,21.0,3,2.23,27.0,14.0,13.0,1.16,-0.37,21.5,15.0,6.5,0.58,-0.39,Matches
13404,,Lucas Bergström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,fi FIN,GK,Chelsea,eng Premier League,20.0,2002.0,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
13405,363.0,Lucas Boyé,ar ARG,FW,Granada,es La Liga,27.0,1996.0,28.2,6.0,56.0,15.0,26.8,1.98,0.53,0.11,0.4,13.3,1.0,0.0,0.0,6.2,6.2,0.11,-0.2,-0.2,Matches,363.0,ar ARG,FW,Granada,es La Liga,27.0,1996.0,28.2,454.0,631.0,71.9,6448.0,1566.0,280.0,351.0,79.8,116.0,160.0,72.5,32.0,43.0,74.4,3.0,2.8,2.0,0.2,26.0,44.0,13.0,4.0,65.0,Matches,363.0,ar ARG,FW,Granada,es La Liga,27.0,1996.0,28.2,631.0,564.0,60.0,1.0,2.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,454.0,7.0,25.0,Matches,363.0,ar ARG,FW,Granada,es La Liga,27.0,1996.0,28.2,78.0,2.76,58.0,1.0,10.0,7.0,1.0,1.0,8.0,0.28,6.0,0.0,2.0,0.0,0.0,0.0,Matches,363.0,ar ARG,FW,Granada,es La Liga,27.0,1996.0,28.2,50.0,25.0,14.0,25.0,11.0,14.0,34.0,41.2,20.0,35.0,5.0,30.0,10.0,60.0,46.0,0.0,Matches,363.0,ar ARG,FW,Granada,es La Liga,27.0,1996.0,28.2,1132.0,56.0,133.0,560.0,454.0,119.0,1132.0,130.0,53.0,40.8,75.0,57.7,634.0,3083.0,1036.0,36.0,42.0,16.0,114.0,86.0,747.0,131.0,Matches,451,ar ARG,FW,Granada,es La Liga,27.0,1996.0,31,2541.0,82.0,74.3,28.2,30,83.0,15,1,45.0,0,0.52,26.0,57.0,-31.0,-1.1,-0.07,30.2,45.9,-15.8,-0.56,0.04,Matches
13406,,Lucas Cañizares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,es ESP,GK,Real Madrid,es La Liga,21.0,2002.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
13407,520.0,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21.0,2001.0,33.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,520.0,fr FRA,GK,Lille,fr Ligue 1,21.0,2001.0,33.0,914.0,1186.0,77.1,21421.0,14432.0,260.0,262.0,99.2,431.0,434.0,99.3,215.0,478.0,45.0,0.0,0.1,0.1,-0.1,2.0,9.0,2.0,0.0,2.0,Matches,520.0,fr FRA,GK,Lille,fr Ligue 1,21.0,2001.0,33.0,1186.0,956.0,226.0,103.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,914.0,4.0,0.0,Matches,520.0,fr FRA,GK,Lille,fr Ligue 1,21.0,2001.0,33.0,5.0,0.15,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches,520.0,fr FRA,GK,Lille,fr Ligue 1,21.0,2001.0,33.0,3.0,0.0,3.0,0.0,0.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,0.0,3.0,11.0,2.0,Matches,520.0,fr FRA,GK,Lille,fr Ligue 1,21.0,2001.0,33.0,1255.0,968.0,1249.0,6.0,0.0,0.0,1255.0,0.0,0.0,,0.0,,931.0,4958.0,2712.0,0.0,0.0,0.0,1.0,2.0,692.0,0.0,Matches,644,fr FRA,GK,Lille,fr Ligue 1,21.0,2001.0,33,2969.0,90.0,97.0,33.0,33,90.0,32,0,,0,1.76,50.0,32.0,18.0,0.55,0.55,47.4,35.4,12.0,0.36,0.21,Matches
13408,714.0,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,30.0,1993.0,26.8,1.0,20.0,4.0,20.0,0.75,0.15,0.05,0.25,20.0,6.0,0.0,0.0,1.1,1.1,0.05,-0.1,-0.1,Matches,714.0,fr FRA,DF,Aston Villa,eng Premier League,30.0,1993.0,26.8,1015.0,1351.0,75.1,16244.0,5595.0,524.0,594.0,88.2,406.0,529.0,76.7,66.0,148.0,44.6,3.0,4.1,3.6,-1.1,37.0,49.0,34.0,15.0,77.0,Matches,714.0,fr FRA,DF,Aston Villa,eng Premier League,30.0,1993.0,26.8,1351.0,1095.0,253.0,36.0,0.0,4.0,154.0,181.0,36.0,25.0,5.0,0.0,1015.0,3.0,42.0,Matches,714.0,fr FRA,DF,Aston Villa,eng Premier League,30.0,1993.0,26.8,74.0,2.76,48.0,19.0,0.0,3.0,3.0,1.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0,Matches,714.0,fr FRA,DF,Aston Villa,eng Premier League,30.0,1993.0,26.8,47.0,19.0,35.0,9.0,3.0,25.0,44.0,56.8,19.0,20.0,2.0,18.0,26.0,73.0,67.0,0.0,Matches,714.0,fr FRA,DF,Aston Villa,eng Premier League,30.0,1993.0,26.8,1590.0,71.0,468.0,541.0,593.0,56.0,1590.0,33.0,10.0,30.3,16.0,48.5,840.0,3630.0,1786.0,42.0,19.0,4.0,16.0,15.0,925.0,200.0,Matches,885,fr FRA,DF,Aston Villa,eng Premier League,30.0,1993.0,33,2410.0,73.0,70.5,26.8,27,85.0,18,6,19.0,0,1.76,54.0,41.0,13.0,0.49,0.31,43.6,41.9,1.7,0.06,-0.08,Matches
13409,1125.0,Lucas Hernández,fr FRA,DF,Paris S-G,fr Ligue 1,27.0,1996.0,21.2,1.0,6.0,2.0,33.3,0.28,0.09,0.17,0.5,18.2,0.0,0.0,0.0,0.5,0.5,0.08,0.5,0.5,Matches,1125.0,fr FRA,DF,Paris S-G,fr Ligue 1,27.0,1996.0,21.2,1670.0,1859.0,89.8,28845.0,9121.0,696.0,744.0,93.5,822.0,886.0,92.8,117.0,173.0,67.6,1.0,1.6,1.4,-0.6,12.0,166.0,9.0,1.0,156.0,Matches,1125.0,fr FRA,DF,Paris S-G,fr Ligue 1,27.0,1996.0,21.2,1859.0,1686.0,169.0,41.0,1.0,16.0,19.0,128.0,0.0,0.0,0.0,0.0,1670.0,4.0,20.0,Matches,1125.0,fr FRA,DF,Paris S-G,fr Ligue 1,27.0,1996.0,21.2,25.0,1.18,19.0,1.0,0.0,1.0,2.0,2.0,3.0,0.14,1.0,0.0,0.0,1.0,1.0,0.0,Matches,1125.0,fr FRA,DF,Paris S-G,fr Ligue 1,27.0,1996.0,21.2,52.0,36.0,28.0,15.0,9.0,29.0,50.0,58.0,21.0,21.0,5.0,16.0,27.0,79.0,38.0,0.0,Matches,1125.0,fr FRA,DF,Paris S-G,fr Ligue 1,27.0,1996.0,21.2,2041.0,91.0,578.0,1247.0,234.0,19.0,2041.0,16.0,9.0,56.3,5.0,31.3,1583.0,7311.0,3507.0,30.0,33.0,4.0,16.0,5.0,1476.0,22.0,Matches,1407,fr FRA,DF,Paris S-G,fr Ligue 1,27.0,1996.0,27,1909.0,71.0,62.4,21.2,23,80.0,12,4,18.0,1,2.37,50.0,20.0,30.0,1.41,0.01,42.0,27.2,14.8,0.7,-0.4,Matches
13410,1146.0,Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,29.0,1994.0,25.6,7.0,32.0,16.0,50.0,1.25,0.62,0.19,0.38,13.5,0.0,1.0,2.0,8.6,7.0,0.22,-1.6,-1.0,Matches,1146.0,de GER,"FW,MF",Freiburg,de Bundesliga,29.0,1994.0,25.6,494.0,739.0,66.8,6619.0,1500.0,301.0,419.0,71.8,127.0,182.0,69.8,24.0,36.0,66.7,2.0,2.1,2.0,-0.1,32.0,34.0,12.0,1.0,49.0,Matches,1146.0,de GER,"FW,MF",Freiburg,de Bundesliga,29.0,1994.0,25.6,739.0,717.0,16.0,4.0,2.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,494.0,6.0,28.0,Matches,1146.0,de GER,"FW,MF",Freiburg,de Bundesliga,29.0,1994.0,25.6,64.0,2.5,49.0,0.0,1.0,4.0,6.0,4.0,8.0,0.31,6.0,0.0,0.0,0.0,1.0,1.0,Matches,1146.0,de GER,"FW,MF",Freiburg,de Bundesliga,29.0,1994.0,25.6,32.0,24.0,14.0,10.0,8.0,4.0,23.0,17.4,19.0,19.0,4.0,15.0,15.0,47.0,35.0,0.0,Matches,1146.0,de GER,"FW,MF",Freiburg,de Bundesliga,29.0,1994.0,25.6,1008.0,46.0,159.0,457.0,399.0,97.0,1006.0,29.0,13.0,44.8,15.0,51.7,546.0,2264.0,844.0,24.0,12.0,5.0,59.0,19.0,717.0,153.0,Matches,1433,de GER,"FW,MF",Freiburg,de Bundesliga,29.0,1994.0,33,2305.0,70.0,75.3,25.6,26,83.0,10,7,21.0,0,1.18,31.0,50.0,-19.0,-0.74,-1.46,33.7,36.7,-3.0,-0.12,-0.34,Matches
13411,1644.0,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27.0,1996.0,25.5,5.0,24.0,7.0,29.2,0.94,0.27,0.21,0.71,10.2,0.0,0.0,0.0,2.7,2.7,0.11,2.3,2.3,Matches,1644.0,ar ARG,DF,Fiorentina,it Serie A,27.0,1996.0,25.5,1362.0,1668.0,81.7,27951.0,11563.0,461.0,490.0,94.1,695.0,779.0,89.2,194.0,349.0,55.6,1.0,1.8,1.1,-0.8,15.0,160.0,18.0,2.0,177.0,Matches,1644.0,ar ARG,DF,Fiorentina,it Serie A,27.0,1996.0,25.5,1668.0,1609.0,50.0,47.0,2.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0,1362.0,9.0,14.0,Matches,1644.0,ar ARG,DF,Fiorentina,it Serie A,27.0,1996.0,25.5,39.0,1.53,31.0,3.0,0.0,4.0,1.0,0.0,5.0,0.2,4.0,0.0,0.0,1.0,0.0,0.0,Matches,1644.0,ar ARG,DF,Fiorentina,it Serie A,27.0,1996.0,25.5,75.0,47.0,43.0,28.0,4.0,36.0,54.0,66.7,18.0,38.0,14.0,24.0,30.0,105.0,69.0,4.0,Matches,1644.0,ar ARG,DF,Fiorentina,it Serie A,27.0,1996.0,25.5,1966.0,115.0,782.0,1064.0,132.0,41.0,1966.0,28.0,13.0,46.4,13.0,46.4,1184.0,6590.0,3542.0,23.0,20.0,3.0,21.0,7.0,1294.0,16.0,Matches,2036,ar ARG,DF,Fiorentina,it Serie A,27.0,1996.0,29,2291.0,79.0,67.0,25.5,26,86.0,21,3,19.0,5,1.69,42.0,30.0,12.0,0.47,0.23,35.1,31.6,3.5,0.14,0.13,Matches
13412,1742.0,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,18.0,2005.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,1742.0,fr FRA,FW,Monaco,fr Ligue 1,18.0,2005.0,0.1,1.0,1.0,100.0,9.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1742.0,fr FRA,FW,Monaco,fr Ligue 1,18.0,2005.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,1742.0,fr FRA,FW,Monaco,fr Ligue 1,18.0,2005.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1742.0,fr FRA,FW,Monaco,fr Ligue 1,18.0,2005.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1742.0,fr FRA,FW,Monaco,fr Ligue 1,18.0,2005.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,34.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2151,fr FRA,FW,Monaco,fr Ligue 1,18.0,2005.0,1,7.0,7.0,0.2,0.1,0,,0,1,7.0,8,3.0,0.0,0.0,0.0,0.0,-0.77,0.0,0.1,-0.1,-1.73,-2.07,Matches
